"speaker.gender","speaker","speaker.age","phonogenre","F0semitoneFrom27.5Hz_sma3nz_amean","F0semitoneFrom27.5Hz_sma3nz_stddevNorm","F0semitoneFrom27.5Hz_sma3nz_percentile20.0","F0semitoneFrom27.5Hz_sma3nz_percentile50.0","F0semitoneFrom27.5Hz_sma3nz_percentile80.0","F0semitoneFrom27.5Hz_sma3nz_pctlrange0.2","F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope","F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope","F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope","F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope","loudness_sma3_amean","loudness_sma3_stddevNorm","loudness_sma3_percentile20.0","loudness_sma3_percentile50.0","loudness_sma3_percentile80.0","loudness_sma3_pctlrange0.2","loudness_sma3_meanRisingSlope","loudness_sma3_stddevRisingSlope","loudness_sma3_meanFallingSlope","loudness_sma3_stddevFallingSlope","spectralFlux_sma3_amean","spectralFlux_sma3_stddevNorm","mfcc1_sma3_amean","mfcc1_sma3_stddevNorm","mfcc2_sma3_amean","mfcc2_sma3_stddevNorm","mfcc3_sma3_amean","mfcc3_sma3_stddevNorm","mfcc4_sma3_amean","mfcc4_sma3_stddevNorm","jitterLocal_sma3nz_amean","jitterLocal_sma3nz_stddevNorm","shimmerLocaldB_sma3nz_amean","shimmerLocaldB_sma3nz_stddevNorm","HNRdBACF_sma3nz_amean","HNRdBACF_sma3nz_stddevNorm","logRelF0.H1.H2_sma3nz_amean","logRelF0.H1.H2_sma3nz_stddevNorm","logRelF0.H1.A3_sma3nz_amean","logRelF0.H1.A3_sma3nz_stddevNorm","F1frequency_sma3nz_amean","F1frequency_sma3nz_stddevNorm","F1bandwidth_sma3nz_amean","F1bandwidth_sma3nz_stddevNorm","F1amplitudeLogRelF0_sma3nz_amean","F1amplitudeLogRelF0_sma3nz_stddevNorm","F2frequency_sma3nz_amean","F2frequency_sma3nz_stddevNorm","F2bandwidth_sma3nz_amean","F2bandwidth_sma3nz_stddevNorm","F2amplitudeLogRelF0_sma3nz_amean","F2amplitudeLogRelF0_sma3nz_stddevNorm","F3frequency_sma3nz_amean","F3frequency_sma3nz_stddevNorm","F3bandwidth_sma3nz_amean","F3bandwidth_sma3nz_stddevNorm","F3amplitudeLogRelF0_sma3nz_amean","F3amplitudeLogRelF0_sma3nz_stddevNorm","alphaRatioV_sma3nz_amean","alphaRatioV_sma3nz_stddevNorm","hammarbergIndexV_sma3nz_amean","hammarbergIndexV_sma3nz_stddevNorm","slopeV0.500_sma3nz_amean","slopeV0.500_sma3nz_stddevNorm","slopeV500.1500_sma3nz_amean","slopeV500.1500_sma3nz_stddevNorm","spectralFluxV_sma3nz_amean","spectralFluxV_sma3nz_stddevNorm","mfcc1V_sma3nz_amean","mfcc1V_sma3nz_stddevNorm","mfcc2V_sma3nz_amean","mfcc2V_sma3nz_stddevNorm","mfcc3V_sma3nz_amean","mfcc3V_sma3nz_stddevNorm","mfcc4V_sma3nz_amean","mfcc4V_sma3nz_stddevNorm","alphaRatioUV_sma3nz_amean","hammarbergIndexUV_sma3nz_amean","slopeUV0.500_sma3nz_amean","slopeUV500.1500_sma3nz_amean","spectralFluxUV_sma3nz_amean","loudnessPeaksPerSec","VoicedSegmentsPerSec","MeanVoicedSegmentLengthSec","StddevVoicedSegmentLengthSec","MeanUnvoicedSegmentLength","StddevUnvoicedSegmentLength","equivalentSoundLevel_dBp"
"F",31,66,"semi-prepared",34.85519,0.07137616,33.75037,34.38013,35.92385,2.173473,42.15878,36.42158,39.82904,28.88232,1.02362,0.6020942,0.3988231,0.9741574,1.495678,1.096855,16.20212,8.802685,12.62571,6.533768,0.6889036,0.6671392,23.59862,0.7039127,3.891602,3.080632,13.41893,0.8180422,-0.4733981,-27.64703,0.03555403,2.506818,1.207638,1.114609,9.367661,0.3710017,9.76628,0.8712065,25.24464,0.2900673,634.624,0.2915069,1351.692,0.1696474,-90.79788,-0.9840212,1628.885,0.1391009,1065.65,0.5349987,-95.63338,-0.8538642,2711.883,0.1142113,743.735,0.515363,-99.2162,-0.7930977,-16.36496,-0.3997256,25.29492,0.2984707,0.02266021,1.942759,-0.02297287,-0.4886213,0.8056511,0.5773194,32.30809,0.341469,1.699879,6.893023,13.37313,0.9493209,-6.635322,-1.92378,-13.26483,22.8464,-0.05977556,-0.008906293,0.5249513,4.821429,3.610108,0.1545,0.1070269,0.1025,0.06564107,-18.20345
"F",32,60,"semi-prepared",33.77612,0.1098518,31.51578,33.54953,36.04229,4.52651,61.95053,49.18015,62.49028,50.98672,0.8291953,0.6132043,0.337382,0.7601669,1.248947,0.9115645,10.80634,4.955441,10.32395,4.668683,0.5387013,0.8129628,29.87699,0.4305406,2.835079,5.712334,5.346856,3.265831,-17.15119,-0.9938504,0.03569438,1.276379,1.128681,1.002958,7.574632,0.4914382,4.628414,2.33231,25.83204,0.4207727,456.5331,0.2898977,1243.931,0.1483891,-31.13857,-2.108173,1501.27,0.1628998,866.7954,0.4168339,-41.53226,-1.378269,2550.201,0.08647813,916.7054,0.6586064,-48.41199,-1.117238,-16.00998,-0.3836341,26.69159,0.2563808,0.09381999,0.3778449,-0.02928541,-0.3867044,0.6009767,0.7303995,33.30341,0.2866532,0.7895445,20.59859,6.118939,2.990435,-19.40549,-0.8797073,-7.56099,14.09264,0.01991665,-0.01570472,0.1532793,4.8,2.42915,0.3491667,0.2020502,0.06857143,0.02899683,-20.61544
"F",33,40,"semi-prepared",35.85155,0.09160282,33.65318,34.93409,38.37863,4.725449,48.63927,48.14787,29.62459,20.59072,1.056753,0.6868572,0.3909778,0.9014386,1.713408,1.322431,16.09772,7.147134,16.20487,9.615424,0.6239386,0.9038607,18.87329,0.6968585,-4.238784,-3.178569,5.71353,2.512689,-22.62586,-0.7279774,0.03395411,1.422781,1.335953,0.8814358,6.656329,0.608369,5.935088,1.379449,19.16816,0.4230418,470.952,0.3302109,1170.224,0.194051,-67.12391,-1.287256,1532.409,0.1641488,806.9572,0.4875324,-64.15624,-1.175488,2548.89,0.09449524,984.593,0.6377054,-66.49907,-1.110572,-10.50344,-0.574353,18.571,0.4038681,0.05006989,0.6802675,-0.02602243,-0.4931695,0.7855403,0.7342385,23.57055,0.4393407,-7.516228,-1.644279,8.286559,1.75194,-27.47654,-0.5874624,-6.055224,14.8065,-0.01077802,-0.01807567,0.1984906,5.443548,3.673469,0.1905555,0.2125891,0.072,0.06198924,-19.45855
"F",34,62,"semi-prepared",38.51047,0.08818781,36.07257,37.71388,41.27039,5.197815,173.0715,168.0609,24.16714,9.405748,1.077173,0.6682866,0.4389953,0.9041571,1.790398,1.351403,14.36202,9.795635,13.31547,8.093049,0.6599592,0.9654986,17.64561,0.6907156,0.04273594,416.6681,-11.34019,-1.602712,-20.62204,-0.7651731,0.03199647,1.672211,1.201343,0.8167017,7.988976,0.5324414,1.884938,6.245196,18.59151,0.5746478,534.3071,0.3107363,1205.927,0.2191034,-46.69563,-1.848423,1553.217,0.1594289,1082.14,0.4161732,-43.8865,-1.660049,2554.311,0.08542532,946.6181,0.5794767,-48.16422,-1.454132,-12.20466,-0.5261478,22.95024,0.343382,0.001160535,27.65802,-0.03024423,-0.4673826,0.7892643,0.8275336,20.36947,0.5222345,-3.766559,-4.465216,-12.53689,-1.516289,-23.94694,-0.6547991,-16.49913,25.70958,-0.04567109,-0.02538412,0.1643694,3.992016,2.42915,0.3225,0.2890826,0.07454545,0.05549179,-18.60719
"F",35,39,"semi-prepared",37.07433,0.08303955,34.39327,36.9825,39.60244,5.209171,55.36865,33.3298,23.89828,12.20551,0.7977029,0.7189913,0.3315866,0.5922346,1.253489,0.9219019,15.0328,7.355072,9.074502,4.464533,0.5572526,1.014243,31.86532,0.3006579,-7.519499,-2.00424,-10.21842,-1.156315,-17.7344,-0.7602031,0.03467399,1.129873,1.458478,0.7589946,7.051192,0.5978086,2.765242,3.412451,25.40993,0.380148,623.2639,0.313025,1414.028,0.160301,-48.51205,-1.635851,1541.505,0.1566496,1137.448,0.2772343,-50.57585,-1.366471,2621.37,0.09498113,889.5294,0.4348007,-59.32873,-1.093796,-13.6173,-0.4309013,27.12621,0.2701825,0.06724695,0.3902155,-0.02927282,-0.422349,0.6459823,0.9078279,34.4706,0.2350818,-8.948416,-1.736626,-11.49381,-1.034061,-20.30183,-0.6683779,-8.196331,17.22245,0.04328003,-0.017912,0.1711309,4.990403,2.51938,0.31,0.2705834,0.085,0.1012176,-19.98188
"F",36,38,"semi-prepared",32.95645,0.09198389,31.51586,32.39016,34.18018,2.664324,75.04816,112.045,92.26101,118.7816,1.185305,0.4823937,0.6663522,1.100503,1.766219,1.099866,15.80114,6.944369,10.88697,4.958005,0.7429321,0.6416964,22.1152,0.3999799,-1.363895,-9.492238,3.347613,3.675291,-15.65573,-0.8327878,0.03760898,1.500302,1.358578,0.6800032,4.821577,0.7420636,7.226624,1.090457,22.22313,0.3660011,431.1373,0.4424653,1150.189,0.1504275,-28.31845,-2.466791,1427.747,0.1724181,796.674,0.3079568,-32.60184,-1.799962,2480.199,0.09586314,668.1138,0.3548653,-38.91982,-1.441002,-10.21222,-0.511081,20.12462,0.2923105,0.1076031,0.2338128,-0.0200295,-0.5022171,0.801921,0.5970601,23.70574,0.2988312,-3.33464,-3.68494,3.914117,3.256913,-16.64323,-0.7860097,-7.316494,14.3486,0.0897123,-0.01549117,0.3651613,6.986028,2.016129,0.426,0.6462228,0.07,0.04309458,-19.62589
"F",37,32,"semi-prepared",32.7823,0.1579181,30.74471,33.61943,36.48006,5.735353,129.4621,91.45336,90.06828,79.36139,0.6360418,0.6948164,0.2056194,0.567566,1.029302,0.8236829,11.84476,5.641616,9.811569,6.60468,0.4568008,0.7260067,30.30159,0.4794149,5.55049,2.309033,16.15261,0.7924771,-6.516941,-2.848068,0.05146712,1.55457,1.421353,1.115733,7.756894,0.6298938,3.517447,6.128581,23.60058,0.8180227,540.8622,0.3979268,1312.553,0.1762547,-75.60596,-1.107891,1544.053,0.1886485,968.1458,0.372218,-79.02628,-0.9497473,2660.595,0.09641593,953.7531,0.6240116,-84.89796,-0.8376357,-18.41833,-0.359582,30.20723,0.2619095,0.01270517,3.276759,-0.02172983,-0.7369959,0.4940558,0.6095147,36.51849,0.2787814,1.638671,7.698305,16.11187,0.8876813,-12.50667,-1.473174,-21.61104,32.14329,-0.0790048,-0.009050535,0.3842404,5.363985,3.675048,0.18,0.1686791,0.07157894,0.04307437,-21.4857
"F",38,49,"semi-prepared",37.41213,0.07878678,34.76783,36.51608,40.86808,6.100254,134.0497,149.7297,25.97487,13.50833,0.8877154,0.619918,0.3862414,0.7769716,1.332865,0.9466241,11.00477,6.092442,9.306576,5.311312,0.5580528,0.8772831,31.46511,0.4488371,-5.152001,-2.956762,0.1813005,73.47865,-17.17937,-0.9897004,0.02233501,1.022453,0.9855592,0.9176269,9.724004,0.3795387,8.172301,0.949504,26.79965,0.3234882,573.8144,0.364298,1340.477,0.1657745,-41.7306,-1.711874,1578.767,0.1786394,1050.636,0.3221463,-45.56685,-1.297583,2592.729,0.1172216,990.3699,0.4677676,-52.14584,-1.080375,-16.11582,-0.4394859,26.47273,0.3064351,0.1091771,0.2540074,-0.02676159,-0.4994059,0.6239553,0.7965624,35.46646,0.2633229,-7.558965,-1.947864,0.3665981,38.19561,-20.22106,-0.8157774,-6.00489,13.22943,0.07823218,-0.01221965,0.1687905,5.060729,1.639344,0.51875,0.3332581,0.1375,0.146863,-19.02401
"F",39,27,"spontaneous",33.34605,0.09321595,31.21173,34.01908,35.34406,4.132324,45.24785,43.0633,23.80443,17.82622,0.8512173,0.6443539,0.3186186,0.7983523,1.355552,1.036934,14.24391,8.00467,12.65399,6.142677,0.3648325,0.7624494,21.98891,0.6523232,0.9618793,15.39276,17.38483,0.6644615,-9.277613,-1.720147,0.03098012,1.142652,1.327205,0.972443,7.665925,0.4600421,2.979044,4.199628,14.99874,0.5886567,477.7252,0.3702298,1132.161,0.177468,-48.75193,-1.510134,1551.839,0.149863,796.2053,0.4255822,-53.74957,-1.203635,2572.172,0.0839884,936.0438,0.6607753,-55.12963,-1.156927,-11.77287,-0.5551406,19.37751,0.4196716,0.08205923,0.3568072,-0.0227771,-0.5328225,0.4219902,0.6488502,25.89443,0.4112158,-2.56812,-5.357648,19.44863,0.5654361,-13.06482,-1.162022,-7.173528,14.94161,0.02982651,-0.007397114,0.1276663,6.012024,2.631579,0.3007692,0.2084913,0.05769231,0.02832608,-23.16306
"F",4,69,"prepared",32.30495,0.09124713,29.96848,32.71983,34.5559,4.587421,196.2193,320.3293,22.66836,30.60353,0.6867955,0.6696527,0.236102,0.6060703,1.117275,0.881173,13.05982,4.710015,9.803291,4.884883,0.43876,0.8669327,22.6887,0.7816562,11.32067,1.258361,3.61963,3.330631,2.844986,4.940892,0.0379994,1.797188,1.672998,0.8246475,6.132088,0.7181283,3.152324,3.500181,23.53827,0.6014965,486.9023,0.366542,1232.176,0.160945,-62.87557,-1.329487,1533.022,0.1670793,1029.677,0.3639318,-71.39242,-1.054179,2442.926,0.143301,1132.741,0.4295701,-75.11971,-0.9777445,-15.95206,-0.5408124,26.29015,0.4026529,0.1029265,0.2329863,-0.02672507,-0.4865295,0.5613582,0.6742491,30.24324,0.3930539,8.19788,1.778926,4.224506,3.068896,-0.6025715,-22.70409,-6.453315,14.90541,0.06098656,-0.01439452,0.1510526,4.98008,3.420523,0.1988235,0.1604362,0.07117647,0.04282417,-21.55721
"F",40,30,"spontaneous",32.384,0.08082718,31.34414,31.92459,34.11245,2.768318,57.54176,76.20306,49.03799,43.29451,0.7073945,0.5406081,0.4073576,0.6958532,0.9199662,0.5126086,9.850283,6.023899,7.917873,4.291904,0.3917142,0.8784344,36.25399,0.4391337,11.05829,1.216211,11.88245,1.357935,2.284866,5.831156,0.02980083,1.842211,0.9568391,1.381469,9.218654,0.3497223,6.559913,1.355044,29.47839,0.3010083,589.7593,0.2443396,1319.024,0.1654449,-46.20145,-1.420992,1635.576,0.160898,1023.115,0.3934781,-57.60395,-1.029101,2527.505,0.1249551,924.0936,0.4177532,-63.01347,-0.8997847,-20.50969,-0.3993881,30.67707,0.2715147,0.07269495,0.417994,-0.02934379,-0.3926623,0.4277764,0.824174,40.85564,0.2867656,9.238609,1.466683,11.57454,1.482238,0.8330266,16.44473,-14.28515,22.63407,0.005587263,-0.01365612,0.2325567,4.480652,2.880659,0.2785714,0.1973343,0.04785714,0.03405428,-20.73688
"F",41,51,"spontaneous",28.29701,0.2091748,26.23012,28.29559,30.37411,4.143993,165.8155,118.7835,87.37239,102.0769,0.6114264,0.6906328,0.1772926,0.5304341,0.998788,0.8214954,11.28342,4.922493,11.35074,5.481299,0.3495489,0.7757587,21.42097,0.8993406,-0.8015471,-16.18269,18.15491,1.006612,-2.604606,-4.846036,0.07937614,1.329087,2.545017,0.670484,2.224016,2.265958,2.472128,3.11271,18.43032,0.4729143,449.8657,0.3862773,1079.444,0.1907681,-70.86131,-1.206682,1475.486,0.1536455,774.0627,0.3822857,-76.86119,-1.024591,2464.295,0.0863715,814.1468,0.3747648,-78.64423,-0.9826765,-9.514153,-0.7935992,18.46744,0.4576242,0.06698311,0.4293299,-0.01616083,-0.6970492,0.4437822,0.5940775,28.96661,0.5047509,-4.137074,-3.145145,20.76012,0.9731152,-5.849518,-2.256911,-4.321726,12.93036,0.003095251,-0.003486544,0.1603981,5.605787,4.379562,0.145,0.1201735,0.06478261,0.03347544,-26.04091
"F",42,56,"spontaneous",34.97691,0.1778179,31.79012,36.70535,40.53034,8.740223,281.2191,468.2314,18.79317,9.706077,0.9535317,0.5162038,0.5472564,0.9525777,1.386935,0.8396788,12.96292,7.336431,10.53223,5.687522,0.4726078,0.7797077,23.64384,0.6934962,6.811474,1.89679,7.298157,2.175395,-7.793883,-2.184743,0.03125105,1.886794,0.8846856,1.181131,9.197208,0.5666778,7.528913,1.619065,23.19802,0.4677577,549.913,0.3511024,1315.737,0.2324158,-61.84174,-1.293488,1576.185,0.1859465,951.8495,0.4933756,-62.53996,-1.116246,2606.621,0.1061675,1007.306,0.4924817,-67.01807,-1.004066,-15.36517,-0.4382593,25.34618,0.3562477,0.03481754,1.02648,-0.02497577,-0.4653223,0.5339829,0.7162969,28.85272,0.4070813,4.122102,3.109815,7.205005,2.407586,-12.98972,-1.180069,-8.777574,16.57119,-0.03073023,-0.00925647,0.2824992,4.477612,2.840909,0.2633333,0.1694173,0.06866667,0.05149326,-20.41224
"F",43,39,"spontaneous",35.2199,0.102284,33.53008,34.67306,38.02471,4.494629,84.15806,96.29219,44.56323,30.7164,1.195377,0.4934848,0.6484404,1.145951,1.823499,1.175058,14.63488,7.290003,12.10993,7.963863,0.578018,0.7729535,22.90482,0.7074898,-3.534073,-5.257907,8.148091,1.769696,-3.672369,-3.273319,0.04645833,2.223105,1.143744,1.095031,8.739297,0.4199127,4.262165,2.479223,18.24866,0.5883372,437.224,0.3562258,1192.913,0.1706873,-61.39844,-1.418271,1441.911,0.1449089,860.2792,0.365236,-55.35817,-1.3472,2484.726,0.09013551,942.8478,0.5631216,-61.06852,-1.168698,-10.40051,-0.7626516,20.85436,0.4096473,0.05891302,0.4575446,-0.01502926,-0.8022546,0.6770896,0.6686482,28.51199,0.3690954,-7.229613,-2.271148,7.159879,2.106004,-7.331257,-1.440743,-3.595824,11.90484,-0.009420768,-0.007528783,0.2509925,4.743833,2.10728,0.36,0.3179194,0.103,0.08509407,-19.52751
