"speaker.gender","speaker","rater","gender","age","score"
"M",38,1,"M","A",4
"M",38,918,"M","A",5
"M",38,905,"M","A",3
"M",38,942,"M","Y",2
"M",38,406,"F","Y",3
"M",38,251,"M","A",1
"M",38,902,"F","A",3
"M",38,890,"F","A",5
"M",38,894,"M","Y",4
"M",38,896,"F","A",3
"M",38,51,"M","A",3
"M",38,911,"F","Y",5
"M",38,897,"F","A",2
"M",38,899,"F","A",2
"M",38,932,"F","Y",3
"M",39,198,"F","A",1
"M",39,578,"M","A",1
"M",39,44,"M","A",3
"M",39,934,"F","A",1
"M",39,79,"F","A",3
"M",39,943,"M","Y",2
"M",39,922,"M","Y",5
"M",39,580,"F","A",1
"M",39,592,"F","A",1
"M",39,940,"F","A",2
"M",39,930,"M","Y",1
"M",39,42,"M","A",2
"M",39,910,"F","A",1
"M",39,937,"F","Y",1
"M",39,36,"M","A",2
"M",39,404,"F","Y",3
"M",39,941,"M","A",4
"M",39,923,"F","Y",1
"M",39,936,"M","A",3
"M",39,432,"M","Y",1
"M",39,169,"F","A",2
"M",39,381,"M","Y",2
"M",39,405,"F","Y",1
"M",39,208,"F","A",2
"M",39,18,"F","A",1
"M",39,85,"F","Y",1
"M",39,31,"F","A",1
"M",39,485,"F","A",1
"M",39,3,"F","A",1
"M",39,892,"F","Y",2
"M",39,588,"M","A",1
"M",39,24,"M","A",1
"M",39,596,"F","A",1
"M",39,895,"F","A",1
"M",39,50,"M","A",2
"M",39,933,"F","Y",1
"M",39,915,"F","Y",1
"M",39,913,"M","Y",3
"M",39,589,"M","A",4
"M",39,925,"F","Y",2
"M",39,281,"F","A",1
"M",39,62,"M","Y",2
"M",39,890,"F","A",3
"M",39,904,"M","A",1
"M",39,906,"M","Y",3
"M",39,935,"F","A",1
"M",39,55,"F","A",2
"M",39,406,"F","Y",2
"M",39,51,"M","A",1
"M",39,203,"F","A",1
"M",39,899,"F","A",1
"M",39,170,"F","A",1
"M",39,49,"M","Y",5
"M",39,917,"F","A",1
"M",39,242,"M","Y",3
"M",39,916,"M","Y",2
"M",39,382,"F","Y",2
"M",39,909,"M","Y",1
"M",39,897,"F","A",1
"M",39,932,"F","Y",1
"M",39,938,"M","Y",2
"M",39,914,"M","Y",4
"M",39,900,"M","Y",1
"M",39,942,"M","Y",1
"M",39,912,"M","A",2
"M",39,896,"F","A",1
"M",39,918,"M","A",4
"M",39,409,"M","A",2
"M",39,926,"F","Y",1
"M",39,893,"F","Y",1
"M",39,927,"F","Y",1
"M",39,1,"M","A",1
"M",39,894,"M","Y",3
"M",39,908,"M","A",1
"M",39,945,"M","A",2
"M",39,905,"M","A",1
"M",39,902,"F","A",1
"M",39,251,"M","A",1
"M",39,901,"M","Y",3
"M",39,911,"F","Y",2
"M",39,202,"F","Y",2
"M",4,485,"F","A",4
"M",4,242,"M","Y",3
"M",4,592,"F","A",4
"M",4,198,"F","A",5
"M",4,588,"M","A",3
"M",4,908,"M","A",2
"M",4,896,"F","A",6
"M",4,170,"F","A",2
"M",4,916,"M","Y",5
"M",4,79,"F","A",5
"M",4,432,"M","Y",3
"M",4,940,"F","A",5
"M",4,905,"M","A",4
"M",4,62,"M","Y",2
"M",4,913,"M","Y",3
"M",4,251,"M","A",3
"M",4,203,"F","A",5
"M",4,938,"M","Y",4
"M",4,894,"M","Y",3
"M",4,935,"F","A",3
"M",4,589,"M","A",4
"M",4,404,"F","Y",4
"M",4,44,"M","A",3
"M",4,578,"M","A",6
"M",4,918,"M","A",4
"M",4,580,"F","A",4
"M",4,901,"M","Y",5
"M",4,936,"M","A",4
"M",4,930,"M","Y",4
"M",4,85,"F","Y",4
"M",4,169,"F","A",5
"M",4,893,"F","Y",4
"M",4,18,"F","A",7
"M",4,1,"M","A",2
"M",4,902,"F","A",5
"M",4,932,"F","Y",6
"M",4,50,"M","A",4
"M",4,900,"M","Y",4
"M",4,937,"F","Y",4
"M",4,895,"F","A",5
"M",4,36,"M","A",4
"M",4,596,"F","A",5
"M",4,405,"F","Y",4
"M",4,202,"F","Y",5
"M",4,42,"M","A",3
"M",4,923,"F","Y",4
"M",4,909,"M","Y",3
"M",4,926,"F","Y",5
"M",4,942,"M","Y",2
"M",4,914,"M","Y",6
"M",4,409,"M","A",3
"M",4,281,"F","A",4
"M",4,917,"F","A",5
"M",4,49,"M","Y",3
"M",4,904,"M","A",4
"M",4,941,"M","A",4
"M",4,382,"F","Y",6
"M",4,3,"F","A",5
"M",4,925,"F","Y",3
"M",4,911,"F","Y",6
"M",4,406,"F","Y",5
"M",4,31,"F","A",6
"M",4,381,"M","Y",4
"M",4,892,"F","Y",5
"M",4,55,"F","A",5
"M",4,922,"M","Y",3
"M",4,24,"M","A",5
"M",4,945,"M","A",4
"M",4,910,"F","A",4
"M",4,934,"F","A",3
"M",4,890,"F","A",5
"M",4,897,"F","A",4
"M",4,943,"M","Y",3
"M",4,915,"F","Y",1
"M",4,933,"F","Y",3
"M",4,912,"M","A",5
"M",4,51,"M","A",4
"M",4,927,"F","Y",4
"M",4,208,"F","A",5
"M",4,906,"M","Y",4
"M",4,899,"F","A",5
"M",40,943,"M","Y",3
"M",40,404,"F","Y",4
"M",40,44,"M","A",3
"M",40,198,"F","A",1
"M",40,79,"F","A",2
"M",40,580,"F","A",3
"M",40,85,"F","Y",1
"M",40,578,"M","A",1
"M",40,18,"F","A",3
"M",40,208,"F","A",2
"M",40,936,"M","A",4
"M",40,930,"M","Y",1
"M",40,940,"F","A",2
"M",40,915,"F","Y",3
"M",40,935,"F","A",1
"M",40,592,"F","A",3
"M",40,941,"M","A",4
"M",40,169,"F","A",3
"M",40,596,"F","A",3
"M",40,31,"F","A",2
"M",40,910,"F","A",2
"M",40,382,"F","Y",4
"M",40,937,"F","Y",3
"M",40,36,"M","A",4
"M",40,916,"M","Y",2
"M",40,899,"F","A",2
"M",40,281,"F","A",2
"M",40,381,"M","Y",3
"M",40,170,"F","A",1
"M",40,49,"M","Y",5
"M",40,42,"M","A",3
"M",40,922,"M","Y",6
"M",40,902,"F","A",3
"M",40,589,"M","A",3
"M",40,927,"F","Y",1
"M",40,904,"M","A",1
"M",40,892,"F","Y",3
"M",40,588,"M","A",2
"M",40,923,"F","Y",2
"M",40,934,"F","A",2
"M",40,55,"F","A",2
"M",40,432,"M","Y",2
"M",40,942,"M","Y",1
"M",40,938,"M","Y",1
"M",40,3,"F","A",1
"M",40,242,"M","Y",3
"M",40,914,"M","Y",5
"M",40,203,"F","A",5
"M",40,932,"F","Y",1
"M",40,24,"M","A",2
"M",40,945,"M","A",4
"M",40,409,"M","A",4
"M",40,909,"M","Y",2
"M",40,893,"F","Y",1
"M",40,913,"M","Y",2
"M",40,906,"M","Y",3
"M",40,897,"F","A",2
"M",40,51,"M","A",2
"M",40,202,"F","Y",2
"M",40,405,"F","Y",1
"M",40,917,"F","A",1
"M",40,485,"F","A",1
"M",40,406,"F","Y",3
"M",40,918,"M","A",4
"M",40,890,"F","A",3
"M",40,896,"F","A",1
"M",40,926,"F","Y",2
"M",40,933,"F","Y",2
"M",40,62,"M","Y",3
"M",40,925,"F","Y",2
"M",40,911,"F","Y",4
"M",40,900,"M","Y",1
"M",40,895,"F","A",2
"M",40,50,"M","A",3
"M",40,894,"M","Y",3
"M",40,908,"M","A",1
"M",40,912,"M","A",2
"M",40,251,"M","A",3
"M",40,905,"M","A",2
"M",40,1,"M","A",1
"M",40,901,"M","Y",1
"M",41,42,"M","A",5
"M",41,198,"F","A",1
"M",41,404,"F","Y",4
"M",41,44,"M","A",2
"M",41,904,"M","A",1
"M",41,79,"F","A",2
"M",41,578,"M","A",4
"M",41,36,"M","A",2
"M",41,943,"M","Y",3
"M",41,930,"M","Y",2
"M",41,18,"F","A",3
"M",41,382,"F","Y",5
"M",41,85,"F","Y",3
"M",41,24,"M","A",2
"M",41,589,"M","A",3
"M",41,432,"M","Y",1
"M",41,910,"F","A",5
"M",41,381,"M","Y",3
"M",41,892,"F","Y",3
"M",41,915,"F","Y",2
"M",41,169,"F","A",4
"M",41,55,"F","A",3
"M",41,933,"F","Y",3
"M",41,208,"F","A",3
"M",41,918,"M","A",2
"M",41,170,"F","A",4
"M",41,917,"F","A",2
"M",41,281,"F","A",4
"M",41,914,"M","Y",4
"M",41,50,"M","A",3
"M",41,935,"F","A",1
"M",41,51,"M","A",5
"M",41,938,"M","Y",4
"M",41,251,"M","A",3
"M",41,927,"F","Y",3
"M",41,580,"F","A",3
"M",41,916,"M","Y",2
"M",41,913,"M","Y",2
"M",41,909,"M","Y",3
"M",41,897,"F","A",3
"M",41,902,"F","A",2
"M",41,592,"F","A",1
"M",41,31,"F","A",3
"M",41,596,"F","A",1
"M",41,409,"M","A",3
"M",41,3,"F","A",4
"M",41,900,"M","Y",1
"M",41,942,"M","Y",2
"M",41,922,"M","Y",5
"M",41,906,"M","Y",3
"M",41,203,"F","A",3
"M",41,406,"F","Y",2
"M",41,926,"F","Y",2
"M",41,588,"M","A",2
"M",41,242,"M","Y",4
"M",41,925,"F","Y",2
"M",41,905,"M","A",2
"M",41,890,"F","A",4
"M",41,932,"F","Y",3
"M",41,894,"M","Y",3
"M",41,937,"F","Y",3
"M",41,896,"F","A",3
"M",41,901,"M","Y",3
"M",41,940,"F","A",2
"M",41,405,"F","Y",3
"M",41,202,"F","Y",3
"M",41,936,"M","A",4
"M",41,912,"M","A",3
"M",41,895,"F","A",3
"M",41,485,"F","A",1
"M",41,911,"F","Y",5
"M",41,899,"F","A",2
"M",41,908,"M","A",1
"M",41,941,"M","A",4
"M",41,945,"M","A",3
"M",41,49,"M","Y",2
"M",41,934,"F","A",2
"M",41,1,"M","A",3
"M",41,893,"F","Y",3
"M",41,62,"M","Y",3
"M",41,923,"F","Y",3
"M",42,404,"F","Y",4
"M",42,910,"F","A",7
"M",42,170,"F","A",6
"M",42,904,"M","A",4
"M",42,208,"F","A",5
"M",42,18,"F","A",6
"M",42,36,"M","A",4
"M",42,892,"F","Y",4
"M",42,381,"M","Y",5
"M",42,24,"M","A",5
"M",42,79,"F","A",6
"M",42,42,"M","A",5
"M",42,44,"M","A",4
"M",42,592,"F","A",5
"M",42,198,"F","A",5
"M",42,85,"F","Y",3
"M",42,927,"F","Y",7
"M",42,382,"F","Y",6
"M",42,50,"M","A",6
"M",42,918,"M","A",6
"M",42,580,"F","A",5
"M",42,933,"F","Y",6
"M",42,930,"M","Y",3
"M",42,917,"F","A",3
"M",42,242,"M","Y",4
"M",42,51,"M","A",3
"M",42,902,"F","A",3
"M",42,432,"M","Y",3
"M",42,914,"M","Y",7
"M",42,281,"F","A",5
"M",42,31,"F","A",6
"M",42,926,"F","Y",6
"M",42,909,"M","Y",6
"M",42,932,"F","Y",4
"M",42,251,"M","A",5
"M",42,3,"F","A",4
"M",42,922,"M","Y",4
"M",42,913,"M","Y",4
"M",42,406,"F","Y",6
"M",42,925,"F","Y",4
"M",42,908,"M","A",4
"M",42,55,"F","A",5
"M",42,900,"M","Y",3
"M",42,945,"M","A",6
"M",42,202,"F","Y",5
"M",42,906,"M","Y",4
"M",42,409,"M","A",6
"M",42,899,"F","A",3
"M",42,901,"M","Y",6
"M",42,915,"F","Y",3
"M",42,942,"M","Y",4
"M",42,916,"M","Y",5
"M",42,589,"M","A",5
"M",42,895,"F","A",5
"M",42,896,"F","A",6
"M",42,890,"F","A",5
"M",42,941,"M","A",4
"M",42,578,"M","A",6
"M",42,897,"F","A",5
"M",42,912,"M","A",5
"M",42,203,"F","A",6
"M",42,1,"M","A",5
"M",42,588,"M","A",3
"M",42,485,"F","A",2
"M",42,905,"M","A",4
"M",42,936,"M","A",5
"M",42,49,"M","Y",5
"M",42,937,"F","Y",6
"M",42,894,"M","Y",5
"M",42,62,"M","Y",5
"M",42,938,"M","Y",3
"M",42,935,"F","A",6
"M",42,596,"F","A",5
"M",42,911,"F","Y",6
"M",42,893,"F","Y",5
"M",42,940,"F","A",5
"M",42,405,"F","Y",5
"M",42,934,"F","A",3
"M",42,943,"M","Y",4
"M",42,169,"F","A",5
"M",42,923,"F","Y",5
"M",43,24,"M","A",1
"M",43,404,"F","Y",3
"M",43,382,"F","Y",2
"M",43,42,"M","A",3
"M",43,914,"M","Y",5
"M",43,910,"F","A",1
"M",43,902,"F","A",3
"M",43,927,"F","Y",2
"M",43,580,"F","A",2
"M",43,36,"M","A",2
"M",43,251,"M","A",1
"M",43,281,"F","A",3
"M",43,208,"F","A",2
"M",43,913,"M","Y",2
"M",43,51,"M","A",2
"M",43,916,"M","Y",3
"M",43,901,"M","Y",1
"M",43,85,"F","Y",4
"M",43,198,"F","A",1
"M",43,242,"M","Y",4
"M",43,381,"M","Y",3
"M",43,942,"M","Y",5
"M",43,892,"F","Y",3
"M",43,918,"M","A",2
"M",43,905,"M","A",3
"M",43,932,"F","Y",1
"M",43,3,"F","A",2
"M",43,915,"F","Y",1
"M",43,44,"M","A",4
"M",43,900,"M","Y",1
"M",43,941,"M","A",4
"M",43,909,"M","Y",2
"M",43,940,"F","A",2
"M",43,926,"F","Y",1
"M",43,936,"M","A",3
"M",43,945,"M","A",3
"M",43,925,"F","Y",2
"M",43,922,"M","Y",3
"M",43,409,"M","A",3
"M",43,589,"M","A",3
"M",43,31,"F","A",1
"M",43,896,"F","A",4
"M",43,55,"F","A",2
"M",43,890,"F","A",4
"M",43,917,"F","A",2
"M",43,899,"F","A",2
"M",43,943,"M","Y",3
"M",43,908,"M","A",1
"M",43,897,"F","A",1
"M",43,912,"M","A",3
"M",43,203,"F","A",2
"M",43,432,"M","Y",2
"M",43,906,"M","Y",3
"M",43,405,"F","Y",3
"M",43,923,"F","Y",2
"M",43,893,"F","Y",1
"M",43,935,"F","A",1
"M",43,202,"F","Y",4
"M",43,1,"M","A",1
"M",43,894,"M","Y",3
"M",43,50,"M","A",3
"M",43,18,"F","A",2
"M",43,592,"F","A",1
"M",43,911,"F","Y",3
"M",43,938,"M","Y",2
"M",43,596,"F","A",2
"M",43,578,"M","A",1
"M",43,406,"F","Y",2
"M",43,895,"F","A",4
"M",43,49,"M","Y",3
"M",43,933,"F","Y",3
"M",43,170,"F","A",2
"M",43,588,"M","A",2
"M",43,934,"F","A",2
"M",43,930,"M","Y",2
"M",43,904,"M","A",2
"M",43,937,"F","Y",7
"M",43,79,"F","A",4
"M",43,169,"F","A",4
"M",43,62,"M","Y",4
"M",43,485,"F","A",6
"M",44,927,"F","Y",1
"M",44,381,"M","Y",5
"M",44,382,"F","Y",6
"M",44,208,"F","A",3
"M",44,917,"F","A",5
"M",44,914,"M","Y",5
"M",44,24,"M","A",6
"M",44,409,"M","A",5
"M",44,892,"F","Y",4
"M",44,901,"M","Y",5
"M",44,910,"F","A",5
"M",44,42,"M","A",6
"M",44,942,"M","Y",3
"M",44,908,"M","A",3
"M",44,913,"M","Y",3
"M",44,3,"F","A",4
"M",44,50,"M","A",4
"M",44,923,"F","Y",6
"M",44,932,"F","Y",6
"M",44,242,"M","Y",4
"M",44,926,"F","Y",5
"M",44,51,"M","A",5
"M",44,899,"F","A",3
"M",44,31,"F","A",5
"M",44,44,"M","A",5
"M",44,940,"F","A",3
"M",44,916,"M","Y",6
"M",44,941,"M","A",5
"M",44,897,"F","A",4
"M",44,900,"M","Y",4
"M",44,890,"F","A",3
"M",44,251,"M","A",5
"M",44,902,"F","A",4
"M",44,18,"F","A",5
"M",44,49,"M","Y",4
"M",44,592,"F","A",3
"M",44,896,"F","A",5
"M",44,202,"F","Y",4
"M",44,912,"M","A",3
"M",44,945,"M","A",3
"M",44,1,"M","A",4
"M",44,925,"F","Y",5
"M",44,432,"M","Y",5
"M",44,198,"F","A",6
"M",44,905,"M","A",4
"M",44,918,"M","A",4
"M",44,936,"M","A",5
"M",44,911,"F","Y",5
"M",44,580,"F","A",5
"M",44,589,"M","A",3
"M",44,203,"F","A",5
"M",44,406,"F","Y",6
"M",44,937,"F","Y",4
"M",44,895,"F","A",5
"M",44,893,"F","Y",5
"M",44,36,"M","A",3
"M",44,404,"F","Y",4
"M",44,85,"F","Y",3
"M",44,62,"M","Y",5
"M",44,943,"M","Y",4
"M",44,578,"M","A",2
"M",44,79,"F","A",5
"M",44,170,"F","A",5
"M",44,894,"M","Y",4
"M",44,281,"F","A",4
"M",44,933,"F","Y",4
"M",44,588,"M","A",4
"M",44,405,"F","Y",3
"M",44,938,"M","Y",4
"M",44,596,"F","A",5
"M",44,904,"M","A",3
"M",44,915,"F","Y",7
"M",44,55,"F","A",7
"M",44,169,"F","A",3
"M",44,930,"M","Y",4
"M",44,922,"M","Y",5
"M",44,935,"F","A",6
"M",44,934,"F","A",4
"M",44,485,"F","A",6
"M",44,906,"M","Y",4
"M",45,892,"F","Y",6
"M",45,900,"M","Y",3
"M",45,910,"F","A",6
"M",45,914,"M","Y",6
"M",45,917,"F","A",6
"M",45,50,"M","A",5
"M",45,208,"F","A",4
"M",45,901,"M","Y",5
"M",45,203,"F","A",5
"M",45,242,"M","Y",5
"M",45,926,"F","Y",5
"M",45,51,"M","A",4
"M",45,927,"F","Y",4
"M",45,24,"M","A",2
"M",45,942,"M","Y",1
"M",45,909,"M","Y",5
"M",45,890,"F","A",7
"M",45,406,"F","Y",6
"M",45,938,"M","Y",3
"M",45,937,"F","Y",6
"M",45,925,"F","Y",3
"M",45,251,"M","A",3
"M",45,905,"M","A",6
"M",45,1,"M","A",4
"M",45,916,"M","Y",7
"M",45,198,"F","A",5
"M",45,936,"M","A",5
"M",45,902,"F","A",6
"M",45,923,"F","Y",3
"M",45,202,"F","Y",5
"M",45,940,"F","A",5
"M",45,899,"F","A",4
"M",45,941,"M","A",4
"M",45,897,"F","A",3
"M",45,44,"M","A",6
"M",45,932,"F","Y",5
"M",45,592,"F","A",4
"M",45,36,"M","A",5
"M",45,893,"F","Y",1
"M",45,405,"F","Y",4
"M",45,945,"M","A",6
"M",45,596,"F","A",4
"M",45,62,"M","Y",6
"M",45,912,"M","A",6
"M",45,409,"M","A",5
"M",45,55,"F","A",3
"M",45,281,"F","A",3
"M",45,42,"M","A",7
"M",45,580,"F","A",4
"M",45,911,"F","Y",4
"M",45,896,"F","A",6
"M",45,904,"M","A",6
"M",45,943,"M","Y",3
"M",45,404,"F","Y",5
"M",45,895,"F","A",6
"M",45,908,"M","A",5
"M",45,894,"M","Y",3
"M",45,485,"F","A",7
"M",45,382,"F","Y",6
"M",45,85,"F","Y",6
"M",45,913,"M","Y",4
"M",45,3,"F","A",4
"M",45,49,"M","Y",6
"M",45,169,"F","A",5
"M",45,588,"M","A",6
"M",45,930,"M","Y",3
"M",45,918,"M","A",6
"M",45,18,"F","A",7
"M",45,589,"M","A",4
"M",45,906,"M","Y",4
"M",45,578,"M","A",6
"M",45,935,"F","A",7
"M",45,79,"F","A",4
"M",45,31,"F","A",6
"M",45,170,"F","A",6
"M",45,922,"M","Y",4
"M",45,915,"F","Y",6
"M",45,432,"M","Y",4
"M",45,381,"M","Y",6
"M",45,934,"F","A",3
"M",45,933,"F","Y",5
"M",46,917,"F","A",4
"M",46,203,"F","A",2
"M",46,208,"F","A",4
"M",46,899,"F","A",3
"M",46,50,"M","A",5
"M",46,251,"M","A",4
"M",46,892,"F","Y",5
"M",46,406,"F","Y",3
"M",46,896,"F","A",5
"M",46,936,"M","A",6
"M",46,923,"F","Y",5
"M",46,51,"M","A",7
"M",46,940,"F","A",5
"M",46,902,"F","A",6
"M",46,24,"M","A",3
"M",46,937,"F","Y",3
"M",46,890,"F","A",5
"M",46,938,"M","Y",3
"M",46,930,"M","Y",1
"M",46,901,"M","Y",7
"M",46,925,"F","Y",3
"M",46,242,"M","Y",5
"M",46,926,"F","Y",4
"M",46,916,"M","Y",5
"M",46,405,"F","Y",5
"M",46,592,"F","A",2
"M",46,49,"M","Y",4
"M",46,589,"M","A",3
"M",46,945,"M","A",4
"M",46,202,"F","Y",4
"M",46,912,"M","A",7
"M",46,935,"F","A",7
"M",46,927,"F","Y",1
"M",46,404,"F","Y",5
"M",46,915,"F","Y",3
"M",46,932,"F","Y",3
"M",46,580,"F","A",5
"M",46,904,"M","A",4
"M",46,922,"M","Y",5
"M",46,911,"F","Y",5
"M",46,169,"F","A",4
"M",46,895,"F","A",5
"M",46,913,"M","Y",3
"M",46,1,"M","A",4
"M",46,900,"M","Y",1
"M",46,409,"M","A",3
"M",46,382,"F","Y",3
"M",46,914,"M","Y",4
"M",46,44,"M","A",3
"M",46,55,"F","A",6
"M",46,596,"F","A",3
"M",46,198,"F","A",5
"M",46,79,"F","A",4
"M",46,893,"F","Y",5
"M",46,941,"M","A",5
"M",46,909,"M","Y",1
"M",46,897,"F","A",5
"M",46,894,"M","Y",3
"M",46,906,"M","Y",3
"M",46,381,"M","Y",3
"M",46,942,"M","Y",1
"M",46,432,"M","Y",3
"M",46,485,"F","A",6
"M",46,62,"M","Y",5
"M",46,943,"M","Y",3
"M",46,588,"M","A",6
"M",46,918,"M","A",5
"M",46,18,"F","A",6
"M",46,905,"M","A",4
"M",46,908,"M","A",6
"M",46,85,"F","Y",4
"M",46,42,"M","A",6
"M",46,31,"F","A",6
"M",46,934,"F","A",4
"M",46,910,"F","A",5
"M",46,3,"F","A",5
"M",46,933,"F","Y",5
"M",46,36,"M","A",1
"M",46,578,"M","A",3
"M",46,170,"F","A",6
"M",46,281,"F","A",6
"M",47,50,"M","A",4
"M",47,203,"F","A",6
"M",47,892,"F","Y",6
"M",47,911,"F","Y",6
"M",47,938,"M","Y",4
"M",47,930,"M","Y",5
"M",47,923,"F","Y",4
"M",47,198,"F","A",5
"M",47,925,"F","Y",5
"M",47,208,"F","A",5
"M",47,940,"F","A",5
"M",47,926,"F","Y",5
"M",47,44,"M","A",5
"M",47,405,"F","Y",6
"M",47,899,"F","A",5
"M",47,592,"F","A",6
"M",47,170,"F","A",6
"M",47,932,"F","Y",3
"M",47,943,"M","Y",4
"M",47,895,"F","A",5
"M",47,406,"F","Y",5
"M",47,404,"F","Y",5
"M",47,927,"F","Y",5
"M",47,242,"M","Y",5
"M",47,917,"F","A",5
"M",47,578,"M","A",6
"M",47,893,"F","Y",5
"M",47,904,"M","A",6
"M",47,589,"M","A",6
"M",47,936,"M","A",6
"M",47,901,"M","Y",6
"M",47,409,"M","A",6
"M",47,896,"F","A",5
"M",47,914,"M","Y",6
"M",47,918,"M","A",5
"M",47,580,"F","A",6
"M",47,902,"F","A",6
"M",47,85,"F","Y",4
"M",47,922,"M","Y",6
"M",47,79,"F","A",4
"M",47,169,"F","A",3
"M",47,49,"M","Y",5
"M",47,202,"F","Y",4
"M",47,894,"M","Y",4
"M",47,596,"F","A",4
"M",47,51,"M","A",6
"M",47,916,"M","Y",6
"M",47,913,"M","Y",5
"M",47,933,"F","Y",5
"M",47,906,"M","Y",4
"M",47,42,"M","A",5
"M",47,910,"F","A",7
"M",47,588,"M","A",5
"M",47,62,"M","Y",5
"M",47,935,"F","A",4
"M",47,908,"M","A",4
"M",47,937,"F","Y",1
"M",47,900,"M","Y",5
"M",47,909,"M","Y",4
"M",47,381,"M","Y",5
"M",47,941,"M","A",6
"M",47,281,"F","A",6
"M",47,915,"F","Y",7
"M",47,945,"M","A",5
"M",47,934,"F","A",5
"M",47,36,"M","A",5
"M",47,485,"F","A",7
"M",47,24,"M","A",6
"M",47,905,"M","A",4
"M",47,382,"F","Y",6
"M",47,18,"F","A",7
"M",47,1,"M","A",6
"M",47,942,"M","Y",3
"M",47,890,"F","A",5
"M",47,31,"F","A",6
"M",47,897,"F","A",6
"M",47,55,"F","A",6
"M",47,251,"M","A",6
"M",47,432,"M","Y",6
"M",47,3,"F","A",5
"M",47,912,"M","A",5
"M",48,938,"M","Y",3
"M",48,589,"M","A",6
"M",48,904,"M","A",5
"M",48,198,"F","A",5
"M",48,242,"M","Y",4
"M",48,406,"F","Y",5
"M",48,943,"M","Y",3
"M",48,935,"F","A",3
"M",48,169,"F","A",5
"M",48,895,"F","A",6
"M",48,208,"F","A",4
"M",48,404,"F","Y",5
"M",48,927,"F","Y",4
"M",48,936,"M","A",5
"M",48,85,"F","Y",4
"M",48,897,"F","A",4
"M",48,923,"F","Y",5
"M",48,905,"M","A",5
"M",48,930,"M","Y",4
"M",48,405,"F","Y",4
"M",48,914,"M","Y",5
"M",48,382,"F","Y",7
"M",48,890,"F","A",6
"M",48,909,"M","Y",5
"M",48,170,"F","A",7
"M",48,917,"F","A",4
"M",48,44,"M","A",4
"M",48,42,"M","A",5
"M",48,911,"F","Y",6
"M",48,592,"F","A",5
"M",48,381,"M","Y",4
"M",48,588,"M","A",4
"M",48,51,"M","A",6
"M",48,203,"F","A",6
"M",48,31,"F","A",7
"M",48,941,"M","A",5
"M",48,906,"M","Y",4
"M",48,580,"F","A",3
"M",48,922,"M","Y",6
"M",48,926,"F","Y",4
"M",48,79,"F","A",5
"M",48,49,"M","Y",5
"M",48,937,"F","Y",3
"M",48,578,"M","A",5
"M",48,940,"F","A",4
"M",48,596,"F","A",4
"M",48,901,"M","Y",6
"M",48,202,"F","Y",5
"M",48,933,"F","Y",5
"M",48,925,"F","Y",4
"M",48,900,"M","Y",3
"M",48,281,"F","A",4
"M",48,942,"M","Y",3
"M",48,916,"M","Y",6
"M",48,62,"M","Y",5
"M",48,485,"F","A",7
"M",48,945,"M","A",5
"M",48,50,"M","A",5
"M",48,932,"F","Y",3
"M",48,409,"M","A",5
"M",48,892,"F","Y",4
"M",48,902,"F","A",5
"M",48,915,"F","Y",6
"M",48,55,"F","A",5
"M",48,912,"M","A",6
"M",48,18,"F","A",5
"M",48,910,"F","A",6
"M",48,934,"F","A",3
"M",48,24,"M","A",6
"M",48,893,"F","Y",2
"M",48,251,"M","A",4
"M",48,913,"M","Y",4
"M",48,918,"M","A",6
"M",48,899,"F","A",6
"M",48,896,"F","A",5
"M",48,36,"M","A",4
"M",48,1,"M","A",6
"M",48,3,"F","A",6
"M",48,894,"M","Y",5
"M",48,432,"M","Y",5
"M",48,908,"M","A",5
"M",49,923,"F","Y",2
"M",49,904,"M","A",3
"M",49,592,"F","A",2
"M",49,406,"F","Y",2
"M",49,42,"M","A",5
"M",49,198,"F","A",2
"M",49,943,"M","Y",3
"M",49,405,"F","Y",3
"M",49,927,"F","Y",2
"M",49,911,"F","Y",4
"M",49,945,"M","A",3
"M",49,404,"F","Y",4
"M",49,44,"M","A",3
"M",49,905,"M","A",4
"M",49,897,"F","A",1
"M",49,588,"M","A",3
"M",49,926,"F","Y",1
"M",49,922,"M","Y",3
"M",49,169,"F","A",4
"M",49,895,"F","A",2
"M",49,36,"M","A",1
"M",49,890,"F","A",6
"M",49,938,"M","Y",2
"M",49,85,"F","Y",2
"M",49,589,"M","A",2
"M",49,382,"F","Y",4
"M",49,933,"F","Y",2
"M",49,31,"F","A",2
"M",49,381,"M","Y",2
"M",49,62,"M","Y",3
"M",49,930,"M","Y",1
"M",49,409,"M","A",3
"M",49,51,"M","A",4
"M",49,208,"F","A",4
"M",49,902,"F","A",6
"M",49,580,"F","A",4
"M",49,918,"M","A",6
"M",49,915,"F","Y",5
"M",49,942,"M","Y",1
"M",49,900,"M","Y",1
"M",49,79,"F","A",4
"M",49,578,"M","A",3
"M",49,935,"F","A",1
"M",49,934,"F","A",1
"M",49,909,"M","Y",2
"M",49,50,"M","A",4
"M",49,281,"F","A",2
"M",49,936,"M","A",4
"M",49,937,"F","Y",1
"M",49,892,"F","Y",5
"M",49,899,"F","A",4
"M",49,170,"F","A",2
"M",49,916,"M","Y",3
"M",49,485,"F","A",6
"M",49,596,"F","A",2
"M",49,1,"M","A",3
"M",49,203,"F","A",3
"M",49,49,"M","Y",2
"M",49,3,"F","A",1
"M",49,432,"M","Y",4
"M",49,906,"M","Y",3
"M",49,251,"M","A",1
"M",49,18,"F","A",2
